ID,Entry_ID,Compared_Entry_ID,Relation,Direction,Confidence,Source,Evidence
dedr:d2149:cdial:3245,d2149,3245,related,undetermined,low,"dedr[entry 2149, DED(S, N) 1787]","Cf. Skt. kora-, koraka- bud (Turner, CDIAL , no. 3527); kuṇaka- a new-born animal; kuḍaka- child (epic; Burrow, Belvalkar Felicitation Volume , pp. 6 f.; cf. Turner, CDIAL , no. 3245); kuḍmala-, kuṭmala- filled with buds, bud (epic, kāvya; Turner, CDIAL , no. 3250); Turner, CDIAL , no. 3249, *kuḍma- bud. DED(S, N) 1787."
dedr:d2149:cdial:3249,d2149,3249,related,undetermined,low,"dedr[entry 2149, DED(S, N) 1787]","Cf. Skt. kora-, koraka- bud (Turner, CDIAL , no. 3527); kuṇaka- a new-born animal; kuḍaka- child (epic; Burrow, Belvalkar Felicitation Volume , pp. 6 f.; cf. Turner, CDIAL , no. 3245); kuḍmala-, kuṭmala- filled with buds, bud (epic, kāvya; Turner, CDIAL , no. 3250); Turner, CDIAL , no. 3249, *kuḍma- bud. DED(S, N) 1787."
dedr:d2149:cdial:3250,d2149,3250,related,undetermined,low,"dedr[entry 2149, DED(S, N) 1787]","Cf. Skt. kora-, koraka- bud (Turner, CDIAL , no. 3527); kuṇaka- a new-born animal; kuḍaka- child (epic; Burrow, Belvalkar Felicitation Volume , pp. 6 f.; cf. Turner, CDIAL , no. 3245); kuḍmala-, kuṭmala- filled with buds, bud (epic, kāvya; Turner, CDIAL , no. 3250); Turner, CDIAL , no. 3249, *kuḍma- bud. DED(S, N) 1787."
dedr:d2149:cdial:3527,d2149,3527,related,undetermined,low,"dedr[entry 2149, DED(S, N) 1787]","Cf. Skt. kora-, koraka- bud (Turner, CDIAL , no. 3527); kuṇaka- a new-born animal; kuḍaka- child (epic; Burrow, Belvalkar Felicitation Volume , pp. 6 f.; cf. Turner, CDIAL , no. 3245); kuḍmala-, kuṭmala- filled with buds, bud (epic, kāvya; Turner, CDIAL , no. 3250); Turner, CDIAL , no. 3249, *kuḍma- bud. DED(S, N) 1787."
dedr:d2153:cdial:3335,d2153,3335,related,undetermined,low,"dedr[entry 2153, DED(S) 1790]","Cf. Skt. kulattha- id.; Turner, CDIAL , no. 3335. [ D. biflorus Linn. = D. uniflorus Lam. = G. uniflora Dalz. G, tomentosa not in Hooker.] DED(S) 1790."
dedr:d2179:cdial:3525,d2179,3525,related,undetermined,low,"dedr[entry 2179, DED(S) 1560]","Cf. Turner, CDIAL , no. 3525, *kōya- inside of fruit (H. koyā pulp of jackfruit, Mar. koy mango stone, etc.). From DED(S) 1560."
dedr:d2209:cdial:3504,d2209,3504,related,undetermined,low,"dedr[entry 2209, DED(S, N) 1834]","Cf. Skt. koṇa- corner, angle, point of the compass; Turner, CDIAL , no. 3504. DED(S, N) 1834."
dedr:d2244:cdial:3607,d2244,3607,loan,entry-from-compared,low,"dedr[entry 2244, DED(S) 1859]","? < IA. Cf. H. kol breast, bosom; kaulā, kolā, kaulī id., lap; Turner, CDIAL , no. 3607. DED(S) 1859."
dedr:d2280:cdial:5076,d2280,5076,related,undetermined,medium,"dedr[entry 2280, DED(N) 1881]","MBE 1969, p. 291, no. 13, for areal etymology, with reference to Turner, CDIAL , no. 5076, Pkt. jagajaganta- shining, etc., and no. 5318, Skt. jhagajhagāyate flashes, sparkles, etc. DED(N) 1881."
dedr:d2280:cdial:5318,d2280,5318,related,undetermined,medium,"dedr[entry 2280, DED(N) 1881]","MBE 1969, p. 291, no. 13, for areal etymology, with reference to Turner, CDIAL , no. 5076, Pkt. jagajaganta- shining, etc., and no. 5318, Skt. jhagajhagāyate flashes, sparkles, etc. DED(N) 1881."
dedr:d2286:cdial:5082,d2286,5082,loan,entry-from-compared,low,"dedr[entry 2286, DED(S) 1886]","Cf. Skt. jaṅghā- lower leg (Turner, CDIAL , no. 5082), from which these words are probably derived (Krishnamurti, Language 39.563). DED(S) 1886."
dedr:d2288:cdial:4565,d2288,4565,related,undetermined,low,"dedr[entry 2288, DEDS 355]","Cf. Turner, CDIAL , no. 4565, caṅgērī- basket. DEDS 355."
dedr:d2295:cdial:4570,d2295,4570,related,undetermined,medium,"dedr[entry 2295, DED(S) 1892]","An areal etymology: Turner, CDIAL , no. 4570, Beng. H. Guj. Mar. caṭ quickly, suddenly; no. 4969, Nep. chaṭṭai quickly; no. 5327(2) *jhaṭṭ- , e.g. H. jhaṭ quickly, Mar. j̈haṭ-j̈haṭ smartly, Beng. jhaṭ-, jhaṭ-paṭ quickly. DED(S) 1892."
dedr:d2295:cdial:4969,d2295,4969,related,undetermined,medium,"dedr[entry 2295, DED(S) 1892]","An areal etymology: Turner, CDIAL , no. 4570, Beng. H. Guj. Mar. caṭ quickly, suddenly; no. 4969, Nep. chaṭṭai quickly; no. 5327(2) *jhaṭṭ- , e.g. H. jhaṭ quickly, Mar. j̈haṭ-j̈haṭ smartly, Beng. jhaṭ-, jhaṭ-paṭ quickly. DED(S) 1892."
dedr:d2295:cdial:5327,d2295,5327,related,undetermined,medium,"dedr[entry 2295, DED(S) 1892]","An areal etymology: Turner, CDIAL , no. 4570, Beng. H. Guj. Mar. caṭ quickly, suddenly; no. 4969, Nep. chaṭṭai quickly; no. 5327(2) *jhaṭṭ- , e.g. H. jhaṭ quickly, Mar. j̈haṭ-j̈haṭ smartly, Beng. jhaṭ-, jhaṭ-paṭ quickly. DED(S) 1892."
dedr:d2296:cdial:4570,d2296,4570,related,undetermined,medium,"dedr[entry 2296, DED(S) 1893]","MBE 1969, pp. 291-2, no. 14, for areal etymology, with reference to Turner, CDIAL , no. 4570, *caṭa-, caṭacaṭa-, caṭacaṭāyate . DED(S) 1893."
dedr:d2304:cdial:13102,d2304,13102,related,undetermined,low,"dedr[entry 2304, DED(S) 1899]","Cf. Skt. ( lex. ) saṭṭa- two pieces of timber at the side of a door; Turner, CDIAL , no. 13102. DED(S) 1899."
dedr:d2306:cdial:4736,d2306,4736,loan,undetermined,low,"dedr[entry 2306, DED(S, N) 1901]","Cf. Turner, CDIAL , nos. 4736, 4738, 4739; the items in DBIA 158 are re-borrowings from CDIAL 4736. DED(S, N) 1901."
dedr:d2309:cdial:4575,d2309,4575,related,undetermined,low,"dedr[entry 2309, DED(S, N) 1905]","Cf. Skt. caṭuka- a wooden vessel for taking up fluid; Pkt. ( DNM ; Norman) caṭṭu- wooden spoon; Turner, CDIAL , no. 4575. DED(S, N) 1905."
dedr:d2311:cdial:4574,d2311,4574,related,undetermined,low,"dedr[entry 2311, DED(N) 1907]","Cf. Turner, CDIAL , no. 4574, *caṭṭa- bamboo matting; (Burrow 1967, p. 41). DED(N) 1907."
dedr:d2321:cdial:4678,d2321,4678,related,undetermined,low,"dedr[entry 2321, DED 1915]","Cf. Skt. campaka- ; BHS caṇpaka- (Brough, BSOAS 16. 366); Turner, CDIAL , no. 4678. DED 1915."
dedr:d2331:cdial:4696,d2331,4696,related,undetermined,low,"dedr[entry 2331, DED 1924]","Cf. Skt. carpaṭa- , etc.; Turner, CDIAL , no. 4696. DED 1924."
dedr:d2334:cdial:15,d2334,15,related,undetermined,low,"dedr[entry 2334, DED(S, N) 1927]","Cf. Turner, CDIAL , no. 4675, *cappayati , Pali cappeti chews, capucapukāra- making the sound of chewing; MBE 1969, p. 292, no. 15, for areal etymology. DED(S, N) 1927."
dedr:d2334:cdial:4675,d2334,4675,related,undetermined,low,"dedr[entry 2334, DED(S, N) 1927]","Cf. Turner, CDIAL , no. 4675, *cappayati , Pali cappeti chews, capucapukāra- making the sound of chewing; MBE 1969, p. 292, no. 15, for areal etymology. DED(S, N) 1927."
dedr:d2335:cdial:4673,d2335,4673,related,undetermined,low,"dedr[entry 2335, DED(S, N) 1928(a)]","Cf. Skt. capeṭā- a slap with the open hand; Turner, CDIAL , nos. 4673, 4696. DED(S, N) 1928( a )."
dedr:d2352:cdial:13257,d2352,13257,related,undetermined,low,dedr[entry 2352],"Cf. Skt. srāk quickly, speedily, instantly. MBE 1969, p. 292, no. 17, for areal etymology for Ka. sarasarane , with reference to some items in Turner, CDIAL , no. 13257, sarasara- moving hither and thither."
dedr:d2355:cdial:13257,d2355,13257,related,undetermined,medium,"dedr[entry 2355, DED(N) 1946]","MBE 1969, p. 292, no. 16, for areal etymology, with reference to some items in Turner, CDIAL , no. 13257, with other items added, e.g. Pali sarasaraṃ a rustling sound, BHS sarasarāyate rustles (of garlands). DED(N) 1946."
dedr:d2366:cdial:5002,d2366,5002,related,undetermined,medium,"dedr[entry 2366, DED 1955]","MBE 1969, p. 292, no. 18, for areal etymology, including also 2405 Ta. caḷa-caḷ-eṉal , with reference to Turner, CDIAL , no. 5002, *chala- , e.g. H. chalchalānā to move with a rustling sound, make a rippling sound, etc. DED 1955."
dedr:d2370:cdial:4771,d2370,4771,related,undetermined,low,"dedr[entry 2370, DED(S) 1959]","Cf. Turner, CDIAL , nos. 4771, 4772. DED(S) 1959."
dedr:d2391:cdial:4749,d2391,4749,related,undetermined,low,"dedr[entry 2391, DED(S, N) 1976]","Cf. Turner, CDIAL , no. 4749, *cāmala-, *cāvala- husked rice (Burrow 1967, p. 41). DED(S, N) 1976."
dedr:d2403:cdial:5328,d2403,5328,loan,entry-from-compared,low,"dedr[entry 2403, DEDS 372]","Cf. Turner, CDIAL , no. 5328, *jhāṭayati ; there has been borrowing in one direction or the other, as Kol. zaḍp- to flick away (< Mar.). DEDS 372."
dedr:d2410:cdial:13871,d2410,13871,loan,entry-from-compared,high,dedr[entry 2410],"(or from IA; Turner, CDIAL , no. 13871, syālá- )"
dedr:d2488:cdial:4780,d2488,4780,related,undetermined,low,"dedr[entry 2488, DED(S) 2053]","Cf. Skt. cikka- gum, birdlime ( Mānasollāsa ); cikkaṇa- unctuous; any smooth liquid, gum; Turner, CDIAL , nos. 4780, 4782. DED(S) 2053."
dedr:d2491:cdial:4843,d2491,4843,related,undetermined,low,"dedr[entry 2491, DED(S, N) 2056]","Cf. Skt. cīra- rag (Turner, CDIAL , no. 4843), and ibid. no. 4844 *cīrayati. DED(S, N) 2056."
dedr:d2491:cdial:4844,d2491,4844,related,undetermined,low,"dedr[entry 2491, DED(S, N) 2056]","Cf. Skt. cīra- rag (Turner, CDIAL , no. 4843), and ibid. no. 4844 *cīrayati. DED(S, N) 2056."
dedr:d2495:cdial:4781,d2495,4781,related,undetermined,low,"dedr[entry 2495, DED(S, N) 2057]","Cf. Skt. cikkagaja- = gaja-bālaka- ( Yaśastilaka ); Pkt. cikka- small; cikkā- a small or trifling matter; Turner, CDIAL , no. 4781, *cikka- small. DED(S, N) 2057."
dedr:d2503:cdial:13387,d2503,13387,related,undetermined,low,"dedr[entry 2503, DED(S, N) 2065]","Cf. Turner, CDIAL , no. 13387, *sikka-, *siṅga-, Pkt. siṅga- lean, thin̄. DED(S, N) 2065."
dedr:d2529:cdial:4792,d2529,4792,related,undetermined,low,"dedr[entry 2529, DED(S) 2086]","Cf. Skt. ciñcā- tamarind; Turner, CDIAL , no. 4792. DED(S) 2086."
dedr:d2535:cdial:13417,d2535,13417,related,undetermined,low,"dedr[entry 2535, DED(S) 2089]","Cf. Turner, CDIAL , no. 13417, *sippī- ; Pali sippī- pearl oyster, Pkt. sippī- id., etc. DED(S) 2089."
dedr:d2536:cdial:13406,d2536,13406,loan,entry-from-compared,low,"dedr[entry 2536, DED(S) 2090]","Said to be from Skt. sidhma- blotch, leprous spot, leprosy. Cf. Mar. śibẽ a mild form of leprosy, a blotch or scab of it; Turner, CDIAL , no. 13406. DED(S) 2090."
dedr:d2540:cdial:4822,d2540,4822,related,undetermined,low,"dedr[entry 2540, DED(S) 2094]","Cf. Turner, CDIAL , no. 4822, *cimb- pinch; Nep. cimṭanu, cimoṭanu to pinch, Beng. cimṭā id., Mar. cimaṭṇẽ, cĩbaṭṇẽ, cĩbaḷṇẽ id., and related forms. DED(S) 2094."
dedr:d2545:cdial:4822,d2545,4822,related,undetermined,low,"dedr[entry 2545, DED(N) 2097]","Cf. Nep. cim closing the eyes; cimlanu to blink; Bashkarīk ičimik blink (Turner, CDIAL , no. 4822; different from the items in that entry related to 2540; Burrow 1967, p. 41). ? Cf. Skt. śmīl- to wink, twinkle. DED(N) 2097."
dedr:d2568:cdial:12466,d2568,12466,related,undetermined,low,"dedr[entry 2568, DED 2116]","Cf. Turner, CDIAL , no. 12466, Skt. śilī- . DED 2116."
dedr:d2573:cdial:4874,d2573,4874,related,undetermined,medium,"dedr[entry 2573, DED(S) 2121]","MBE 1969, p. 293, no. 21, for a possible areal etymology, with reference to Turner, CDIAL , no. 4874. DED(S) 2121."
dedr:d2585:cdial:5052,d2585,5052,loan,entry-from-compared,medium,dedr[entry 2585],"(prob. < Panj.-Lahnda chill skin, peel; Turner, CDIAL , no. 5052)"
dedr:d2617:cdial:14093,d2617,14093,related,undetermined,low,"dedr[entry 2617, DED(S) 459]","Cf. Skt. hintāla- the marshy date tree, Phoenix or Elate paludosa (Turner, CDIAL , no. 14093), saindhī- spirituous liquor; Pkt. sindī- date-palm, khajūrī. Cf. also Savara sindī-n a variety of date or toddy tree. [ P. sylvestris Roxb. = E. sylvestris Linn. P. dactylifera is an introduced species. The classification of the various Phoenix species in Hooker is only tentative.] DED(S) 459."
dedr:d2621:cdial:4870,d2621,4870,related,undetermined,low,"dedr[entry 2621, DED(S, N) 2154]","Cf. Skt. cumb- to kiss; Turner, CDIAL , no. 4870. DED(S, N) 2154."
dedr:d2626:cdial:13421,d2626,13421,related,undetermined,low,"dedr[entry 2626, DED(S) 2162]","Cf. Maithili sīr fibrous roots of tree or plant, in Turner, CDIAL , no. 13421. DED(S) 2162."
dedr:d263:cdial:688,d263,688,related,undetermined,low,"dedr[entry 263, DED 223]","? Cf. Pali ambaṇa-, ammaṇa- a measure of capacity; Skt. armaṇa- a measure of one droṇa; Turner, CDIAL , no. 688. DED 223."
dedr:d2655:cdial:4883,d2655,4883,loan,entry-from-compared,low,"dedr[entry 2655, DED(S, N) 2184]","Cf. Skt. jūṭa- twisted hair of ascetics and Śiva (Turner, CDIAL , no. 5258), and Turner, CDIAL , no. 4883, esp. 3 *cōṭṭa- ; some of the items recorded here may be < IA. DED(S, N) 2184."
dedr:d2655:cdial:5258,d2655,5258,loan,entry-from-compared,low,"dedr[entry 2655, DED(S, N) 2184]","Cf. Skt. jūṭa- twisted hair of ascetics and Śiva (Turner, CDIAL , no. 5258), and Turner, CDIAL , no. 4883, esp. 3 *cōṭṭa- ; some of the items recorded here may be < IA. DED(S, N) 2184."
dedr:d2661:cdial:5053,d2661,5053,related,undetermined,low,"dedr[entry 2661, DED(S, N) 2190]","Cf. Skt. śuṇḍi-mūṣikā-, gandha-śuṇḍinī- (Burrow, Kratylos 15.56), cuñcu-mūṣikā-, chucchūndura-, cucundarī- ; Turner, CDIAL , no. 5053. Cf. also Skt. tuṭuma- mouse, rat. For similar words in Munda languages, see Pinnow, p. 95 (Santali cũnd musk-rat, etc.), and Emeneau, JAOS 82.109. DED(S, N) 2190."
dedr:d2677:cdial:4869,d2677,4869,related,undetermined,low,"dedr[entry 2677, DED(S, N) 2204]","Cf. Pali cumbaṭa(ka)- coil, pad of cloth; a wreath (puppha-cᵒ, māla-cᵒ) . Pkt. ( DNM , Norman) cumbhala- garland for the head; cuppala- id.; Turner, CDIAL , no. 4869, *cumbaṭa- . DED(S, N) 2204."
dedr:d2709:cdial:4879,d2709,4879,related,undetermined,low,"dedr[entry 2709, DED 2233]","Cf. Skt. cullī- fireplace, Pkt. ( DNM ) cullī-, ullī- id.; Turner, CDIAL , no. 4879. DED 2233."
dedr:d2714:cdial:13498,d2714,13498,related,undetermined,medium,"dedr[entry 2714, DED(S) 2237]","MBE 1969, p. 293, no. 24 (misprinted 28), for areal etymology, with reference to Turner, CDIAL , no. 13498, Pkt. surasura- whizz, etc. DED(S) 2237."
dedr:d2721:cdial:4883,d2721,4883,related,undetermined,low,"dedr[entry 2721, DED(S) 2247]","Cf. Skt. cūḍā- hair tuft, cock's comb; Turner, CDIAL , no. 4883. DED(S) 2247."
dedr:d2724:cdial:4860,d2724,4860,related,undetermined,low,"dedr[entry 2724, DED 2249]","Cf. Skt. cū˘ta-, cū˘ti-, cyuti- anus; Turner, CDIAL , no. 4860. DED 2249."
dedr:d273:cdial:904,d273,904,related,undetermined,low,"dedr[entry 273, DED(S, N) 232]","Cf. Pkt. avvā- mother, Mar. avā, avāji term of courtesy in addressing a Śūdra woman; Turner, CDIAL , no. 904. DED (S, N) 232."
dedr:d2763:cdial:4571,d2763,4571,related,undetermined,low,"dedr[entry 2763, DED 2273]","? Cf. Skt. caṭaka- sparrow; Turner, CDIAL , no. 4571. DED 2273."
dedr:d2776:cdial:12766,d2776,12766,related,undetermined,low,"dedr[entry 2776, DED(S) 2283]","Cf. Skt. sedhā- hedgehog, porcupine; Turner, CDIAL , no. 12766(3). DED(S) 2283."
dedr:d2781:cdial:4715,d2781,4715,loan,entry-from-compared,medium,dedr[entry 2781],"(prob. < IA; Turner, CDIAL , no. 4715)"
dedr:d280:cdial:113,d280,113,related,undetermined,low,"dedr[entry 280, DED(S) 238]","Cf. Skt. aṅkoṭa-, aṅkoṭha-, aṅkola-, aṅkolla-, aṅkolaka- A. hexapetalum ; Turner, CDIAL , no. 113. DED(S) 238."
dedr:d2829:cdial:4918,d2829,4918,influence,undetermined,medium,"dedr[entry 2829, DED 2320]","Forms in cokk- seem to have been influenced by Skt. cokṣa- and its derivatives; Turner, CDIAL , no. 4918. DED 2320."
dedr:d2856:cdial:5073,d2856,5073,loan,undetermined,low,"dedr[entry 2856, DED(S, N) 2336]","Cf. Turner, CDIAL , no. 5073, *chōll- (Pkt. chollaï to skin; etc.). But for IA derivation for this CDIAL entry, see Burrow, Indologica Taurinensia 7.152 f. (1979/1981). DED(S, N) 2336."
dedr:d2896:cdial:10434,d2896,10434,related,undetermined,medium,"dedr[entry 2896, DED(S) 2359]","Similar words in IA; Turner, CDIAL , no. 10434. [ Andropogon sorghum Brot. = Holcus sorghum Linn. = S. vulgare Pers.] DED(S) 2359."
dedr:d2903:cdial:7047,d2903,7047,loan,entry-from-compared,low,"dedr[entry 2903, DED(S, N) 2364]","Cf. Turner, CDIAL , no. 7047, esp. forms with -r- and the appropriate meaning; Kur. and Malt. are probably < IA. DED(S, N) 2364."
dedr:d2907:cdial:11006,d2907,11006,related,undetermined,low,"dedr[entry 2907, DED(S, N) 2368]","Cf. Skt. lāṅgala- , Pali naṅgala- plough; Mar. nã̄gar , H. nã̄gal , Beng. nāṅgal id., etc.; Turner, CDIAL , no. 11006. DED(S, N) 2368."
dedr:d2937:cdial:11027,d2937,11027,related,undetermined,low,"dedr[entry 2937, DED(S) 2397]","Cf. Skt. lālā- saliva, spittle, slobber; Turner, CDIAL , no. 11027. DED(S) 2397."
dedr:d2944:cdial:5494,d2944,5494,related,undetermined,medium,"dedr[entry 2944, DED 2402]","MBE 1969, p. 293, no. 25, for areal etymology, with reference to Turner, CDIAL , no. 5494, *ṭhan- . DED 2402."
dedr:d2949:cdial:5531,d2949,5531,related,undetermined,low,"dedr[entry 2949, DED 2406]","Cf. Skt. ḍamaru- a kind of drum; Turner, CDIAL , no. 5531. DED 2406."
dedr:d2971:cdial:5534,d2971,5534,related,undetermined,low,"dedr[entry 2971, DED(S) 2803]","Cf. Pkt. ḍev- to jump. There is some connection with items in Turner, CDIAL , no. 5534, ḍáyate ; cf. esp. Or. ḍeĩbā to jump. DED(S) 2803."
dedr:d2985:cdial:6411,d2985,6411,loan,entry-from-compared,low,"dedr[entry 2985, DEN 43]","Prob. < IA; cf. Turner, CDIAL , no. 6411, duṇḍubha- , etc. DEN 43."
dedr:d2998:cdial:5522,d2998,5522,related,undetermined,medium,"dedr[entry 2998, DED 2428]","MBE 1969, p. 293, no. 26, for areal etymology, with reference to Turner, CDIAL , no. 6704, *dhagg- , Pkt. dhagadhagaï flares, H. dhagdhagānā to glitter, dhakdhakānā to blaze; add ibid. no. 5522(4) Panj. dagdagāuṇā to shine, no. 5522(1) Ass. ḍagmag sparkle, ḍagmagāiba to glitter, Beng. ḍagḍagiyā glowing, H. ḍagḍagānā, ḍagmagānā to burn brightly. DED 2428."
dedr:d2998:cdial:6704,d2998,6704,related,undetermined,medium,"dedr[entry 2998, DED 2428]","MBE 1969, p. 293, no. 26, for areal etymology, with reference to Turner, CDIAL , no. 6704, *dhagg- , Pkt. dhagadhagaï flares, H. dhagdhagānā to glitter, dhakdhakānā to blaze; add ibid. no. 5522(4) Panj. dagdagāuṇā to shine, no. 5522(1) Ass. ḍagmag sparkle, ḍagmagāiba to glitter, Beng. ḍagḍagiyā glowing, H. ḍagḍagānā, ḍagmagānā to burn brightly. DED 2428."
dedr:d3003:cdial:4546,d3003,4546,related,undetermined,low,"dedr[entry 3003, DED(S) 2433, DED 2444]","Cf. Skt. cakragaja-, cakramarda- C. tora (Turner, CDIAL , no. 4546); taravaṭa- C. auriculata , Mar. tarvaḍ, taroḍ C. auriculata or tora , etc. (ibid., no. 5705). DED(S) 2433, DED 2444."
dedr:d3003:cdial:5705,d3003,5705,related,undetermined,low,"dedr[entry 3003, DED(S) 2433, DED 2444]","Cf. Skt. cakragaja-, cakramarda- C. tora (Turner, CDIAL , no. 4546); taravaṭa- C. auriculata , Mar. tarvaḍ, taroḍ C. auriculata or tora , etc. (ibid., no. 5705). DED(S) 2433, DED 2444."
dedr:d300:cdial:1365,d300,1365,related,undetermined,low,"dedr[entry 300, DED(N) 305]","Cf. Mar. aḷãbẽ, aḷãbhẽ mushroom; Pkt. ( DNM ) ālamba- id.; Turner, CDIAL , no. 1365. DED(N) 305."
dedr:d3021:cdial:6711,d3021,6711,related,undetermined,medium,"dedr[entry 3021, DED(S, N) 2450]","MBE 1969, p. 293, no. 27, for areal etymology, with reference to Turner, CDIAL , no. 6711 (some items, e.g. Mar. dhaḍdhaḍ palpitatingly, dhaḍdhaḍṇẽ to palpitate). DED(S, N) 2450."
dedr:d3022:cdial:6711,d3022,6711,related,undetermined,medium,"dedr[entry 3022, DED 2451]","MBE 1969, p. 294, no. 28, for areal etymology, with reference to Turner, CDIAL , no. 6711 (some items, e.g. H. dhaṛādhaṛ dashingly, Mar. dhaḍādhaḍ id.). DED 2451."
dedr:d3035:cdial:5631,d3035,5631,related,undetermined,low,"dedr[entry 3035, DED(S) 2463]","Cf. Pali taṭṭaka- a flat bowl or porringer; Mar. tāṭ a dining plate; Turner, CDIAL , no. 5631. DED(S) 2463."
dedr:d3036:cdial:5990,d3036,5990,related,undetermined,low,"dedr[entry 3036, DED(S, N) 2464]","Cf. Pali taṭṭikā- palmleaf matting; Pkt. ( DNM ) ṭaṭṭī- fence; Turner, CDIAL , no. 5990. DED(S, N) 2464."
dedr:d3038:cdial:6707,d3038,6707,related,undetermined,low,"dedr[entry 3038, DED(N) 2465]","? Cf. Skt. dhaṭī- piece of cloth worn over the privities; ( Vaijayantī ) dhaṭinī- string round the loins; Mar. dhaḍī dhotee; Turner, CDIAL , no. 6707. DED(N) 2465."
dedr:d3039:cdial:5490,d3039,5490,related,undetermined,low,"dedr[entry 3039, DED(S) 2466]","Cf. Turner, CDIAL , no. 5490, *ṭhaṭṭh- to strike; no. 5493, *ṭhaṭṭhakāra- brassworker; √ taḍ , no. 5748, tāˊḍa- a blow; no. 5752, tāḍáyati strikes. DED(S) 2466."
dedr:d3039:cdial:5493,d3039,5493,related,undetermined,low,"dedr[entry 3039, DED(S) 2466]","Cf. Turner, CDIAL , no. 5490, *ṭhaṭṭh- to strike; no. 5493, *ṭhaṭṭhakāra- brassworker; √ taḍ , no. 5748, tāˊḍa- a blow; no. 5752, tāḍáyati strikes. DED(S) 2466."
dedr:d3039:cdial:5748,d3039,5748,related,undetermined,low,"dedr[entry 3039, DED(S) 2466]","Cf. Turner, CDIAL , no. 5490, *ṭhaṭṭh- to strike; no. 5493, *ṭhaṭṭhakāra- brassworker; √ taḍ , no. 5748, tāˊḍa- a blow; no. 5752, tāḍáyati strikes. DED(S) 2466."
dedr:d3039:cdial:5752,d3039,5752,related,undetermined,low,"dedr[entry 3039, DED(S) 2466]","Cf. Turner, CDIAL , no. 5490, *ṭhaṭṭh- to strike; no. 5493, *ṭhaṭṭhakāra- brassworker; √ taḍ , no. 5748, tāˊḍa- a blow; no. 5752, tāḍáyati strikes. DED(S) 2466."
